rank,action_label,action,expected_positive_clv_prob,threshold,edge_vs_threshold,prior_positive_clv_prob,matched_feature_groups,matched_training_rows,league,game,event_date_et,event_time_et,event_datetime_et,event_status,minutes_to_event,event_age_minutes,started,market,market_family,pick,entry_odds,entry_odds_source,source_count,opposing_count,has_lock,handicappers,primary_capper,consensus_score,suggested_units,model_score_band,source_count_bucket,suggested_units_bucket,support_status,diagnostic_reason,data_quality_flags,notes,row_key
109,stale_started,Started or event time has passed; do not enter from this table.,0.323,0.36,-0.037,0.3126,3,221,WNBA,Golden State Valkyries @ Toronto Tempo,2026-07-08,19:00,,,,,Yes,Prop,prop,Courtney Williams Over 7.5 Assists,134,explicit_american,1,0,No,ExclusiveEnriqueta,ExclusiveEnriqueta,10.0,1.0,score_9_plus,sources_1,units_1_to_1_99,strong_support,event started/stale,event_started,WNBA; Odds: +134,WNBA|Golden State Valkyries @ Toronto Tempo|Prop|Courtney Williams Over 7.5 Assists|19:00|ExclusiveEnriqueta
110,stale_started,Started or event time has passed; do not enter from this table.,0.323,0.36,-0.037,0.3126,3,221,WNBA,Golden State Valkyries @ Toronto Tempo,2026-07-08,19:00,,,,,Yes,Prop,prop,Kayla Thornton Over 0.5 Double Doubles,320,explicit_american,1,0,No,ExclusiveEnriqueta,ExclusiveEnriqueta,10.0,1.0,score_9_plus,sources_1,units_1_to_1_99,strong_support,event started/stale,event_started,WNBA; Odds: +320,WNBA|Golden State Valkyries @ Toronto Tempo|Prop|Kayla Thornton Over 0.5 Double Doubles|19:00|ExclusiveEnriqueta
111,stale_started,Started or event time has passed; do not enter from this table.,0.323,0.36,-0.037,0.3126,3,221,WNBA,Indiana Fever @ Los Angeles Sparks,2026-07-08,22:00,,,,,Yes,Prop,prop,Caitlin Clark Over 5.5 Assists,-148,explicit_american,1,0,No,ExclusiveEnriqueta,ExclusiveEnriqueta,10.0,1.5,score_9_plus,sources_1,units_1_to_1_99,strong_support,event started/stale,event_started,WNBA; Odds: -148,WNBA|Indiana Fever @ Los Angeles Sparks|Prop|Caitlin Clark Over 5.5 Assists|22:00|ExclusiveEnriqueta
112,stale_started,Started or event time has passed; do not enter from this table.,0.3167,0.36,-0.0433,0.3126,2,333,WNBA,Golden State Valkyries @ Toronto Tempo / Minnesota Lynx @ Connecticut Sun,2026-07-08,19:00,,,,,Yes,Parlay,parlay,Natasha Howard 12+ Points + Nyara Sabally 8+ Points + Gabby Williams 15+ Points + Rebounds + Assists,-135,explicit_american,1,0,No,FFMI,FFMI,5.5,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started,WNBA; Odds: -135,WNBA|Golden State Valkyries @ Toronto Tempo / Minnesota Lynx @ Connecticut Sun|Parlay|Natasha Howard 12+ Points + Nyara Sabally 8+ Points + Gabby Williams 15+ Points + Rebounds + Assists|19:00|FFMI
113,stale_started,Started or event time has passed; do not enter from this table.,0.3167,0.36,-0.0433,0.3126,2,333,WNBA,Indiana Fever @ Los Angeles Sparks,2026-07-08,22:00,,,,,Yes,Parlay,parlay,Nneka Ogwumike 20+ Points + Rebounds + Assists + Indiana Fever ML,-135,explicit_american,1,2,No,FFMI,FFMI,5.3,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started,"WNBA; Odds: -135; Soft opp: HammeringHank, LAB",WNBA|Indiana Fever @ Los Angeles Sparks|Parlay|Nneka Ogwumike 20+ Points + Rebounds + Assists + Indiana Fever ML|22:00|FFMI
114,stale_started,Started or event time has passed; do not enter from this table.,0.3167,0.36,-0.0433,0.3126,2,333,MLB,Oakland Athletics @ Detroit Tigers / Colorado Rockies @ Los Angeles Dodgers,2026-07-08,18:40,,,,,Yes,Parlay,parlay,Oakland Athletics +1.5 / Los Angeles Dodgers ML,127,explicit_american,1,1,No,Five,Five,3.0,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started,Odds: +127; Soft opp: TMS,MLB|Oakland Athletics @ Detroit Tigers / Colorado Rockies @ Los Angeles Dodgers|Parlay|Oakland Athletics +1.5 / Los Angeles Dodgers ML|18:40|Five
115,stale_started,Started or event time has passed; do not enter from this table.,0.3167,0.36,-0.0433,0.3126,2,333,MLB,Oakland Athletics @ Detroit Tigers / Colorado Rockies @ Los Angeles Dodgers,2026-07-08,18:40,,,,,Yes,Parlay,parlay,Oakland Athletics +1.5 RL + Los Angeles Dodgers ML,127,explicit_american,1,1,No,Five,Five,3.0,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started,MLB; Odds: +127; Soft opp: TMS,MLB|Oakland Athletics @ Detroit Tigers / Colorado Rockies @ Los Angeles Dodgers|Parlay|Oakland Athletics +1.5 RL + Los Angeles Dodgers ML|18:40|Five
116,stale_started,Started or event time has passed; do not enter from this table.,0.3167,0.36,-0.0433,0.3126,2,333,MLB,Oakland Athletics @ Detroit Tigers / Colorado Rockies @ Los Angeles Dodgers,2026-07-08,18:40,,,,,Yes,Parlay,parlay,Detroit Tigers ML + Los Angeles Dodgers ML,128,explicit_american,1,1,No,TMS,TMS,2.4,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started,MLB; Odds: +128; Soft opp: Five,MLB|Oakland Athletics @ Detroit Tigers / Colorado Rockies @ Los Angeles Dodgers|Parlay|Detroit Tigers ML + Los Angeles Dodgers ML|18:40|TMS
117,stale_started,Started or event time has passed; do not enter from this table.,0.3167,0.36,-0.0433,0.3126,2,333,MLB,Boston Red Sox @ Chicago White Sox / Los Angeles Angels @ Texas Rangers,2026-07-08,19:40,,,,,Yes,Parlay,parlay,Texas Rangers ML + Chicago White Sox ML,,missing,1,0,No,Duck Investments,Duck Investments,2.0,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started;missing_entry_odds,MLB,MLB|Boston Red Sox @ Chicago White Sox / Los Angeles Angels @ Texas Rangers|Parlay|Texas Rangers ML + Chicago White Sox ML|19:40|Duck Investments
118,stale_started,Started or event time has passed; do not enter from this table.,0.3167,0.36,-0.0433,0.3126,2,333,MLB,New York Yankees @ Tampa Bay Rays / Colorado Rockies @ Los Angeles Dodgers,2026-07-08,18:40,,,,,Yes,Parlay,parlay,Tampa Bay Rays ML + Colorado Rockies vs Los Angeles Dodgers over 10.0,,missing,1,0,No,Duck Investments,Duck Investments,2.0,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started;missing_entry_odds,MLB,MLB|New York Yankees @ Tampa Bay Rays / Colorado Rockies @ Los Angeles Dodgers|Parlay|Tampa Bay Rays ML + Colorado Rockies vs Los Angeles Dodgers over 10.0|18:40|Duck Investments
119,stale_started,Started or event time has passed; do not enter from this table.,0.3167,0.36,-0.0433,0.3126,2,333,MLB,New York Yankees @ Tampa Bay Rays / Colorado Rockies @ Los Angeles Dodgers,2026-07-08,18:40,,,,,Yes,Parlay,parlay,Parlay: TB Rays ML + COL Rockies vs LA Dodgers Over 10.0,,missing,1,0,No,Duck Investments,Duck Investments,2.0,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started;missing_entry_odds,,MLB|New York Yankees @ Tampa Bay Rays / Colorado Rockies @ Los Angeles Dodgers|Parlay|Parlay: TB Rays ML + COL Rockies vs LA Dodgers Over 10.0|18:40|Duck Investments
120,stale_started,Started or event time has passed; do not enter from this table.,0.3167,0.36,-0.0433,0.3126,2,333,MLB,Boston Red Sox @ Chicago White Sox / Los Angeles Angels @ Texas Rangers,2026-07-08,19:40,,,,,Yes,Parlay,parlay,Parlay: TEX Rangers ML + CHI White Sox ML,,missing,1,0,No,Duck Investments,Duck Investments,2.0,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started;missing_entry_odds,,MLB|Boston Red Sox @ Chicago White Sox / Los Angeles Angels @ Texas Rangers|Parlay|Parlay: TEX Rangers ML + CHI White Sox ML|19:40|Duck Investments
121,stale_started,Started or event time has passed; do not enter from this table.,0.3167,0.36,-0.0433,0.3126,2,333,MLB,Oakland Athletics @ Detroit Tigers / Kansas City Royals @ New York Mets / Boston Red Sox @ Chicago White Sox / Milwaukee Brewers @ St. Louis Cardinals / Colorado Rockies @ Los Angeles Dodgers,2026-07-08,18:40,,,,,Yes,Parlay,parlay,NY Mets ML + MIL Brewers ML + BOS Red Sox ML + Athletics ML + LA Dodgers ML (5-Team Parlay),,missing,1,0,No,BulliesPicks,BulliesPicks,1.9,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started;missing_entry_odds,,MLB|Oakland Athletics @ Detroit Tigers / Kansas City Royals @ New York Mets / Boston Red Sox @ Chicago White Sox / Milwaukee Brewers @ St. Louis Cardinals / Colorado Rockies @ Los Angeles Dodgers|Parlay|NY Mets ML + MIL Brewers ML + BOS Red Sox ML + Athletics ML + LA Dodgers ML (5-Team Parlay)|18:40|BulliesPicks
122,stale_started,Started or event time has passed; do not enter from this table.,0.3167,0.36,-0.0433,0.3126,2,333,MLB,Oakland Athletics @ Detroit Tigers / Kansas City Royals @ New York Mets / Boston Red Sox @ Chicago White Sox / Milwaukee Brewers @ St. Louis Cardinals / Colorado Rockies @ Los Angeles Dodgers,2026-07-08,18:40,,,,,Yes,Parlay,parlay,New York Mets ML + Milwaukee Brewers ML + Boston Red Sox ML + Athletics ML + Los Angeles Dodgers ML,,missing,1,0,No,BulliesPicks,BulliesPicks,1.9,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started;missing_entry_odds,MLB,MLB|Oakland Athletics @ Detroit Tigers / Kansas City Royals @ New York Mets / Boston Red Sox @ Chicago White Sox / Milwaukee Brewers @ St. Louis Cardinals / Colorado Rockies @ Los Angeles Dodgers|Parlay|New York Mets ML + Milwaukee Brewers ML + Boston Red Sox ML + Athletics ML + Los Angeles Dodgers ML|18:40|BulliesPicks
123,stale_started,Started or event time has passed; do not enter from this table.,0.3167,0.36,-0.0433,0.3126,2,333,Mixed,Chicago Cubs @ Baltimore Orioles / Golden State Valkyries @ Toronto Tempo / Arizona Diamondbacks @ San Diego Padres / Colorado Rockies @ Los Angeles Dodgers,2026-07-08,18:35,,,,,Yes,Parlay,parlay,Golden State Valkyries ML + Baltimore Orioles team total over 4.5 + Los Angeles Dodgers F5 over 5 + Arizona Diamondbacks/San Diego Padres over 8,632,explicit_american,1,0,No,midwestmikesports,midwestmikesports,1.4,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started,MLB/WNBA parlay; Odds: +632,Mixed|Chicago Cubs @ Baltimore Orioles / Golden State Valkyries @ Toronto Tempo / Arizona Diamondbacks @ San Diego Padres / Colorado Rockies @ Los Angeles Dodgers|Parlay|Golden State Valkyries ML + Baltimore Orioles team total over 4.5 + Los Angeles Dodgers F5 over 5 + Arizona Diamondbacks/San Diego Padres over 8|18:35|midwestmikesports
124,stale_started,Started or event time has passed; do not enter from this table.,0.3167,0.36,-0.0433,0.3126,2,333,Mixed,Houston Astros @ Washington Nationals / Golden State Valkyries @ Toronto Tempo / Cleveland Guardians @ Minnesota Twins / Arizona Diamondbacks @ San Diego Padres,2026-07-08,18:45,,,,,Yes,Parlay,parlay,Washington Nationals F5 ML + Golden State Valkyries ML + Minnesota Lynx ML + Arizona Diamondbacks game total over 8.5,461,explicit_american,1,0,No,midwestmikesports,midwestmikesports,1.4,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started,MLB/WNBA parlay; Odds: +461,Mixed|Houston Astros @ Washington Nationals / Golden State Valkyries @ Toronto Tempo / Cleveland Guardians @ Minnesota Twins / Arizona Diamondbacks @ San Diego Padres|Parlay|Washington Nationals F5 ML + Golden State Valkyries ML + Minnesota Lynx ML + Arizona Diamondbacks game total over 8.5|18:45|midwestmikesports
125,stale_started,Started or event time has passed; do not enter from this table.,0.3167,0.36,-0.0433,0.3126,2,333,Mixed,Chicago Cubs @ Baltimore Orioles / Seattle Mariners @ Miami Marlins / Golden State Valkyries @ Toronto Tempo / Colorado Rockies @ Los Angeles Dodgers,2026-07-08,18:35,,,,,Yes,Parlay,parlay,Golden State Valkyries ML + Baltimore Orioles team total over 4.5 + Los Angeles Dodgers F5 over 5 + Miami Marlins team total over 3.5,596,explicit_american,1,0,No,midwestmikesports,midwestmikesports,1.4,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started,MLB/WNBA parlay; Odds: +596,Mixed|Chicago Cubs @ Baltimore Orioles / Seattle Mariners @ Miami Marlins / Golden State Valkyries @ Toronto Tempo / Colorado Rockies @ Los Angeles Dodgers|Parlay|Golden State Valkyries ML + Baltimore Orioles team total over 4.5 + Los Angeles Dodgers F5 over 5 + Miami Marlins team total over 3.5|18:35|midwestmikesports
126,stale_started,Started or event time has passed; do not enter from this table.,0.3167,0.36,-0.0433,0.3126,2,333,MLB,Chicago Cubs @ Baltimore Orioles / Seattle Mariners @ Miami Marlins / Colorado Rockies @ Los Angeles Dodgers,2026-07-08,18:35,,,,,Yes,Parlay,parlay,Baltimore Orioles full game ML + Miami Marlins game total over 8.5 + Los Angeles Dodgers game total over 10,559,explicit_american,1,0,No,midwestmikesports,midwestmikesports,1.3,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started,MLB parlay; Odds: +559,MLB|Chicago Cubs @ Baltimore Orioles / Seattle Mariners @ Miami Marlins / Colorado Rockies @ Los Angeles Dodgers|Parlay|Baltimore Orioles full game ML + Miami Marlins game total over 8.5 + Los Angeles Dodgers game total over 10|18:35|midwestmikesports
127,stale_started,Started or event time has passed; do not enter from this table.,0.3167,0.36,-0.0433,0.3126,2,333,MLB,Chicago Cubs @ Baltimore Orioles / Houston Astros @ Washington Nationals / Philadelphia Phillies @ Cincinnati Reds / Kansas City Royals @ New York Mets,2026-07-08,18:35,,,,,Yes,Parlay,parlay,Adley Rutschman over 1.5 total bases + Jose Altuve over 1.5 total bases + Francisco Lindor over 1.5 total bases + Elly De La Cruz over 1.5 total bases,1757,explicit_american,1,0,No,KingCap,KingCap,1.0,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started,MLB; Odds: +1757,MLB|Chicago Cubs @ Baltimore Orioles / Houston Astros @ Washington Nationals / Philadelphia Phillies @ Cincinnati Reds / Kansas City Royals @ New York Mets|Parlay|Adley Rutschman over 1.5 total bases + Jose Altuve over 1.5 total bases + Francisco Lindor over 1.5 total bases + Elly De La Cruz over 1.5 total bases|18:35|KingCap
128,stale_started,Started or event time has passed; do not enter from this table.,0.3167,0.36,-0.0433,0.3126,2,333,Tennis,Alexander Zverev vs Taylor Fritz,2026-07-08,10:25,,,,,Yes,Set Handicap,set_handicap,Taylor Fritz -1.5 Sets (wins 3-0 or 3-1),,missing,1,0,No,Mike's Research Bot 1.0,Mike's Research Bot 1.0,1.0,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started;missing_entry_odds,ATP Wimbledon; Wimbledon,Tennis|Alexander Zverev vs Taylor Fritz|Set Handicap|Taylor Fritz -1.5 Sets (wins 3-0 or 3-1)|10:25|Mike's Research Bot 1.0
129,stale_started,Started or event time has passed; do not enter from this table.,0.3167,0.36,-0.0433,0.3126,2,333,MLB,Boston Red Sox @ Chicago White Sox / Milwaukee Brewers @ St. Louis Cardinals,2026-07-08,19:40,,,,,Yes,Parlay,parlay,Red Sox F5 ML + Cardinals F5 ML,350,explicit_american,1,0,No,NcSharp,NcSharp,1.0,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started,MLB; Odds: +350,MLB|Boston Red Sox @ Chicago White Sox / Milwaukee Brewers @ St. Louis Cardinals|Parlay|Red Sox F5 ML + Cardinals F5 ML|19:40|NcSharp
130,stale_started,Started or event time has passed; do not enter from this table.,0.3167,0.36,-0.0433,0.3126,2,333,MLB,Houston Astros @ Washington Nationals / Arizona Diamondbacks @ San Diego Padres / Colorado Rockies @ Los Angeles Dodgers,2026-07-08,18:45,,,,,Yes,Parlay,parlay,James Wood to hit 1+ home runs Yes + Max Muncy to hit 1+ home runs Yes + Ketel Marte to hit 1+ home runs Yes,5524,explicit_american,1,0,No,KingCap,KingCap,1.0,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started,MLB Player Props; Odds: +5524,MLB|Houston Astros @ Washington Nationals / Arizona Diamondbacks @ San Diego Padres / Colorado Rockies @ Los Angeles Dodgers|Parlay|James Wood to hit 1+ home runs Yes + Max Muncy to hit 1+ home runs Yes + Ketel Marte to hit 1+ home runs Yes|18:45|KingCap
131,stale_started,Started or event time has passed; do not enter from this table.,0.3167,0.36,-0.0433,0.3126,2,333,MLB,Atlanta Braves @ Pittsburgh Pirates / Seattle Mariners @ Miami Marlins / Houston Astros @ Washington Nationals,2026-07-08,18:40,,,,,Yes,Parlay,parlay,Drake Baldwin over 1.5 total bases + Kyle Stowers over 1.5 total bases + James Wood over 1.5 total bases,1012,explicit_american,1,0,No,KingCap,KingCap,1.0,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started,MLB; Odds: +1012,MLB|Atlanta Braves @ Pittsburgh Pirates / Seattle Mariners @ Miami Marlins / Houston Astros @ Washington Nationals|Parlay|Drake Baldwin over 1.5 total bases + Kyle Stowers over 1.5 total bases + James Wood over 1.5 total bases|18:40|KingCap
132,stale_started,Started or event time has passed; do not enter from this table.,0.3167,0.36,-0.0433,0.3126,2,333,MLB,Atlanta Braves @ Pittsburgh Pirates / Houston Astros @ Washington Nationals / Kansas City Royals @ New York Mets,2026-07-08,18:40,,,,,Yes,Parlay,parlay,Ozzie Albies 1+ RBI Yes + Luis Garcia Jr. 1+ RBI Yes + Juan Soto 1+ RBI Yes,1124,explicit_american,1,0,No,KingCap,KingCap,1.0,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started,MLB; Odds: +1124,MLB|Atlanta Braves @ Pittsburgh Pirates / Houston Astros @ Washington Nationals / Kansas City Royals @ New York Mets|Parlay|Ozzie Albies 1+ RBI Yes + Luis Garcia Jr. 1+ RBI Yes + Juan Soto 1+ RBI Yes|18:40|KingCap
133,stale_started,Started or event time has passed; do not enter from this table.,0.3167,0.36,-0.0433,0.3126,2,333,MLB,Atlanta Braves @ Pittsburgh Pirates / Houston Astros @ Washington Nationals / Kansas City Royals @ New York Mets,2026-07-08,18:40,,,,,Yes,Parlay,parlay,Bryan Reynolds to record 1+ RBI Yes + Yordan Alvarez to record 1+ RBI Yes + Salvador Perez to record 1+ RBI Yes,1420,explicit_american,1,0,No,KingCap,KingCap,1.0,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started,MLB; Odds: +1420,MLB|Atlanta Braves @ Pittsburgh Pirates / Houston Astros @ Washington Nationals / Kansas City Royals @ New York Mets|Parlay|Bryan Reynolds to record 1+ RBI Yes + Yordan Alvarez to record 1+ RBI Yes + Salvador Perez to record 1+ RBI Yes|18:40|KingCap
134,stale_started,Started or event time has passed; do not enter from this table.,0.3167,0.36,-0.0433,0.3126,2,333,MLB,Cleveland Guardians @ Minnesota Twins / Colorado Rockies @ Los Angeles Dodgers,2026-07-08,19:40,,,,,Yes,Parlay,parlay,Josh Bell to record 2+ RBIs (Yes) + Jake McCarthy to record 2+ RBIs (Yes),5056,explicit_american,1,0,No,KingCap,KingCap,1.0,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started,MLB; Odds: +5056,MLB|Cleveland Guardians @ Minnesota Twins / Colorado Rockies @ Los Angeles Dodgers|Parlay|Josh Bell to record 2+ RBIs (Yes) + Jake McCarthy to record 2+ RBIs (Yes)|19:40|KingCap
135,stale_started,Started or event time has passed; do not enter from this table.,0.3167,0.36,-0.0433,0.3126,2,333,MLB,New York Yankees @ Tampa Bay Rays / Kansas City Royals @ New York Mets,2026-07-08,18:40,,,,,Yes,Parlay,parlay,Pete Alonso to record 2+ RBIs: Yes + Junior Caminero to record 2+ RBIs: Yes,1847,explicit_american,1,0,No,KingCap,KingCap,1.0,0.5,score_under_6,sources_1,units_under_1,strong_support,event started/stale,event_started,MLB; Odds: +1847,MLB|New York Yankees @ Tampa Bay Rays / Kansas City Royals @ New York Mets|Parlay|Pete Alonso to record 2+ RBIs: Yes + Junior Caminero to record 2+ RBIs: Yes|18:40|KingCap
136,stale_started,Started or event time has passed; do not enter from this table.,0.3156,0.36,-0.0444,0.3126,6,173,MLB,Boston Red Sox @ Chicago White Sox,2026-07-08,19:40,,,,,Yes,1st Inning,partial_game,NRFI (No Run First Inning),-115,explicit_american,2,0,Yes,"NRFIalgorithm, Relentless Sports Consulting",NRFIalgorithm,2.0,1.5,score_under_6,sources_2,units_1_to_1_99,strong_support,event started/stale,event_started,Odds: -115,"MLB|Boston Red Sox @ Chicago White Sox|1st Inning|NRFI (No Run First Inning)|19:40|NRFIalgorithm, Relentless Sports Consulting"
137,stale_started,Started or event time has passed; do not enter from this table.,0.3142,0.36,-0.0458,0.3126,2,259,MLB,Kansas City Royals @ New York Mets / Colorado Rockies @ Los Angeles Dodgers,2026-07-08,19:10,,,,,Yes,Parlay,parlay,Mets ML / Dodgers ML Parlay,112,explicit_american,1,0,No,LearLocks,LearLocks,5.6,2.0,score_under_6,sources_1,units_2_to_2_99,strong_support,event started/stale,event_started,Odds: +112,MLB|Kansas City Royals @ New York Mets / Colorado Rockies @ Los Angeles Dodgers|Parlay|Mets ML / Dodgers ML Parlay|19:10|LearLocks
